sep=,
DeviceTag:,DOT10
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2026-06-02_17:50:17_702 GMT+2
© Movella Technologies B. V. 2005-2026

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
1,282930832,19.728495,82.439972,28.801628,0.734275,0.408103,0.276428,53.148636,6.889751,3.354869
2,282947499,20.995485,82.504669,29.399921,0.694535,1.308683,0.447067,41.952724,4.249846,2.980473
3,282964166,21.542517,82.517250,29.703506,0.734082,1.527365,0.338056,16.286201,0.546864,1.854829
4,282980833,21.655176,82.511429,29.970222,0.467570,0.702202,0.159060,-7.584882,-0.577605,1.981777
5,282997500,20.809149,82.555664,29.437420,0.294636,0.135712,-0.224515,-17.542606,-0.047755,-4.921319
6,283014167,19.815584,82.604240,28.682461,0.248987,-0.529194,-0.296060,-13.172505,-0.310708,-6.587744
7,283030834,19.053638,82.649590,27.921295,0.140401,-0.663136,-0.397593,1.098369,-0.407165,-6.516538
8,283047501,18.697454,82.688049,27.380335,0.005547,-0.284475,-0.305059,12.343596,-0.169338,-4.752183
9,283064168,18.586124,82.727051,27.030092,-0.047264,0.057796,-0.171363,15.687567,0.352092,-3.361913
10,283080835,18.445461,82.762749,26.753517,0.117387,0.365595,-0.050631,9.545029,0.349325,-2.752533
11,283097502,18.061796,82.788795,26.400347,0.116661,0.185135,-0.146476,-0.476742,-0.373894,-3.103158
12,283114169,17.801270,82.795906,26.252121,0.101246,-0.018869,-0.142674,-5.284081,-0.945839,-1.282300
13,283130836,17.392954,82.803772,26.009352,0.015018,-0.101736,-0.225453,-8.525650,-1.119249,-1.968925
14,283147503,17.059875,82.807106,25.818958,-0.088540,-0.304659,-0.295022,-7.128336,-1.248222,-1.512469
15,283164170,16.957153,82.812920,25.779018,-0.231261,-0.346880,-0.306999,-2.263177,-0.769124,-0.474859
16,283180837,17.061068,82.814796,25.885098,-0.212308,-0.254820,-0.288380,1.443167,-0.672730,0.641861
17,283197504,17.180292,82.816513,25.996376,-0.135652,-0.137438,-0.388685,2.053633,-0.674920,0.683379
18,283214171,17.266861,82.824356,26.063496,-0.051075,-0.072563,-0.480001,2.720382,-0.421892,0.257491
19,283230838,17.374290,82.826195,26.062979,0.086411,-0.303144,-0.530980,7.997675,-0.918036,-0.119637
20,283247505,17.563969,82.820152,26.021067,0.001994,-0.351538,-0.610538,15.401114,-1.446209,-0.279384
21,283264172,17.627546,82.827339,25.860189,-0.110079,-0.008043,-0.576463,14.915472,-0.968302,-1.363839
